Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Reporting Officer,Collision Type Code,Collision Type Description,Weather Code,Weather Description,Illumination Code,Illumination Description,Harmful Code,Harmful Code Description,Street Address,City,State,ZIP,RPA,Precinct,Latitude,Longitude,Mapped Location
20190286695,04/14/2019 01:13:00 PM,2,2,0,,N,419972,4,ANGLE,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BOWLING AV & BELLWOOD AV,NASHVILLE,TN,37205,6011,WEST,36.1268,-86.8263,POINT (-86.8263 36.1268)
20190302477,04/19/2019 04:09:00 PM,2,1,0,,N,240955,4,ANGLE,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MURFREESBORO PKE & BELL RD,ANTIOCH,TN,37013,8865,SOUTH,36.072,-86.636,POINT (-86.636 36.072)
20190477299,06/24/2019 01:29:00 PM,2,1,0,,N,140808,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,NOLENSVILLE PKE & BREWER DR,NASHVILLE,TN,37211,8715,SOUTH,36.0535,-86.715,POINT (-86.715 36.0535)
20190212849,03/19/2019 07:18:00 AM,2,0,0,,N,311804,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 210 1 I 40,NASHVILLE,TN,37203,4006,CENTRA,36.1492,-86.7751,POINT (-86.7751 36.1492)
20190103570,02/07/2019 04:00:00 PM,2,0,0,,Y,256499,4,ANGLE,22,CLOUDY,1,DAYLIGHT,14,PARKED MOTOR VEHICLE,GRAND AV & 21ST AVS,NASHVILLE,TN,37212,6709,MIDTOW,36.1474,-86.799,POINT (-86.799 36.1474)
20190549966,07/23/2019 03:37:00 PM,2,0,0,,N,256380,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 86 3 I 65,NASHVILLE,TN,37207,1910,CENTRA,36.1919,-86.7808,POINT (-86.7808 36.1919)
20190425976,06/04/2019 01:50:00 PM,2,0,0,,N,620072,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 6 2 I 440,NASHVILLE,TN,37211,83061,MIDTOW,36.1225,-86.7522,POINT (-86.7522 36.1225)
20190575231,08/02/2019 03:15:00 PM,2,0,0,,Y,330412,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12;99,MOTOR VEHICLE IN TRANSPORT;UNKNOWN MOST HARMFUL EVENT,DICKERSON PKE & SKYLINE MEMORIAL CT,MADISON,TN,37115,2009,MADISO,36.2438,-86.7566,POINT (-86.7566 36.2438)
20190356026,05/09/2019 10:22:00 AM,2,1,0,,N,109534,5,SIDESWIPE - SAME DIRECTION,2,RAIN,1,DAYLIGHT,12;39,MOTOR VEHICLE IN TRANSPORT;WALL,BRILEY PKWYS & AIRWAYS BLVD,NASHVILLE,TN,37217,88943,HERMIT,36.1298,-86.6952,POINT (-86.6952 36.1298)
20190322653,04/26/2019 01:31:00 PM,1,0,0,,N,544481,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,24,GUARDRAIL FACE,ELLINGTON PKWY N ENT RAMP & ELLINGTON PK,NASHVILLE,TN,37206,1997,EAST,36.1765,-86.7652,POINT (-86.7652 36.1765)
20190432244,06/06/2019 05:41:00 PM,3,0,0,,Y,352167,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,YMCA WAY & ROSA L PARKS BLVD,NASHVILLE,TN,37203,4147,CENTRA,36.1629,-86.786,POINT (-86.786 36.1629)
20190501231,07/03/2019 09:50:00 AM,2,0,0,,Y,352189,5,SIDESWIPE - SAME DIRECTION,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 2 9 I 440,NASHVILLE,TN,37212,6506,MIDTOW,36.1208,-86.8029,POINT (-86.8029 36.1208)
20190554458,07/25/2019 07:41:00 AM,2,0,0,,N,225773,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 80 1 I 65,NASHVILLE,TN,37204,7018,MIDTOW,36.1151,-86.773,POINT (-86.773 36.1151)
20190006821,01/03/2019 01:50:00 PM,1,0,0,,Y,279122,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,36,CONCRETE TRAFFIC BARRIER,BRILEY PKWYW & KNIGHT DR,WHITES CREEK,TN,37189,3204,NORTH,36.2345,-86.8052,POINT (-86.8052 36.2345)
20190187454,03/09/2019 08:10:00 PM,2,0,0,,N,299244,4,ANGLE,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,3RD AVN & COMMERCE ST,NASHVILLE,TN,37201,4105,CENTRA,36.1627,-86.7767,POINT (-86.7767 36.1627)
20190500013,07/03/2019 12:08:00 AM,1,0,0,,N,879558,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,39,WALL,BRILEY PKWYS & BRILEY PKWYN,NASHVILLE,TN,37218,3212,NORTH,36.2142,-86.8724,POINT (-86.8724 36.2142)
20190549782,07/23/2019 03:18:00 PM,5,1,0,,N,256389,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 1 6 I 440,NASHVILLE,TN,37209,5230,WEST,36.1531,-86.8228,POINT (-86.8228 36.1531)
20190244996,03/29/2019 05:00:00 PM,2,0,0,,N,311333,4,ANGLE,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ANTIOCH PKE & HARDING PL,NASHVILLE,TN,37211,8847,SOUTH,36.0874,-86.6922,POINT (-86.6922 36.0874)
20190136290,02/19/2019 04:30:00 PM,2,0,0,,Y,212344,4,ANGLE,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,S 5TH ST & RUSSELL ST,NASHVILLE,TN,37206,1113,EAST,36.1708,-86.7642,POINT (-86.7642 36.1708)
20190552558,07/24/2019 02:24:00 PM,2,1,0,,Y,267831,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,1;34;7,DITCH,MM 192 9 I 40,NASHVILLE,TN,37221,4804,WEST,36.077,-87.014,POINT (-87.014 36.077)
20190258094,04/03/2019 09:00:00 PM,3,0,0,,N,633391,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,2,DARK - NOT LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 196 6 I 40,NASHVILLE,TN,37221,4706,WEST,36.0831,-86.9527,POINT (-86.9527 36.0831)
20190229253,03/24/2019 09:57:00 PM,2,0,0,,Y,415780,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,CHARLOTTE AV & I40 E EXT RAMP,NASHVILLE,TN,37203,5501,MIDTOW,36.161,-86.7932,POINT (-86.7932 36.161)
20190302883,04/19/2019 08:40:00 PM,2,7,1,,N,256384,4,ANGLE,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,NOLENSVILLE PKE & WHITSETT RD,NASHVILLE,TN,37210,8317,SOUTH,36.0773,-86.7253,POINT (-86.7253 36.0773)
20190181920,03/07/2019 05:33:00 PM,2,0,0,,N,267831,11,Front to Rear,22,CLOUDY,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,46TH AVN & CHARLOTTE AV,NASHVILLE,TN,37209,5201,WEST,36.1527,-86.8422,POINT (-86.8422 36.1527)
20190024300,01/10/2019 08:10:00 AM,3,1,0,,N,109534,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 213 5 I 40,NASHVILLE,TN,37210,90062,HERMIT,36.1406,-86.7215,POINT (-86.7215 36.1406)
20190385167,05/20/2019 01:36:00 PM,2,0,0,,N,267831,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,WHITE BRIDGE PKE & LIONS HEAD VILLAGE PV,NASHVILLE,TN,37205,5017,WEST,36.1284,-86.8526,POINT (-86.8526 36.1284)
20190568629,07/31/2019 06:56:00 AM,2,0,0,,N,462474,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 80 2 I 65,NASHVILLE,TN,37204,8306,MIDTOW,36.1159,-86.7732,POINT (-86.7732 36.1159)
20190226077,03/23/2019 11:47:00 AM,1,0,0,,N,161952,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,18,OTHER OBJECT (NOT FIXED),BRILEY PKWYW & BRILEY PKWY W EXT RAMP,MADISON,TN,37115,1598,MADISO,36.2346,-86.7177,POINT (-86.7177 36.2346)
20190366563,05/13/2019 05:25:00 PM,2,0,0,,N,256374,4,ANGLE,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HAMILTON CHURCH RD & PIN OAK DR,ANTIOCH,TN,37013,8907,SOUTH,36.056,-86.5877,POINT (-86.5877 36.056)
20190456170,06/15/2019 11:21:00 PM,2,0,0,,N,348631,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MORROW RD & MICHIGAN AV,NASHVILLE,TN,37209,4611,WEST,36.1591,-86.8557,POINT (-86.8557 36.1591)
20190103898,02/07/2019 06:54:00 PM,2,1,0,,N,256386,4,ANGLE,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,US HWY 70 & ANDREW JACKSON PKWY,HERMITAGE,TN,37076,9535,HERMIT,36.2151,-86.5988,POINT (-86.5988 36.2151)
20190010004,01/04/2019 05:30:00 PM,2,0,0,,N,240955,4,ANGLE,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,HAMILTON CHURCH RD & MURFREESBORO PKE,ANTIOCH,TN,37013,8865,SOUTH,36.0645,-86.6288,POINT (-86.6288 36.0645)
20190003657,01/02/2019 12:16:00 PM,2,0,0,,N,109534,5,SIDESWIPE - SAME DIRECTION,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,AIRPORT CENTER DR & ROYAL PKWY,NASHVILLE,TN,37214,9411,HERMIT,36.1456,-86.663,POINT (-86.663 36.1456)
20190385125,05/20/2019 01:22:00 PM,2,0,0,,Y,109495,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,NOLENSVILLE PKE & CRAIGHEAD ST,NASHVILLE,TN,37210,8125,SOUTH,36.1338,-86.7588,POINT (-86.7588 36.1338)
20190302766,04/19/2019 07:19:00 PM,2,0,0,,Y,298867,5,SIDESWIPE - SAME DIRECTION,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 87 0 I 65,NASHVILLE,TN,37207,18020,EAST,36.2018,-86.7766,POINT (-86.7766 36.2018)
20190529861,07/15/2019 06:45:00 PM,2,0,0,,N,352207,4,ANGLE,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,HILLSBORO PKE & RICHARD JONES RD,NASHVILLE,TN,37215,6111,WEST,36.105,-86.8152,POINT (-86.8152 36.105)
20190168959,03/03/2019 03:25:00 PM,2,1,0,,N,320580,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,LEBANON PKE & DISSPAYNE DR,NASHVILLE,TN,37214,9403,HERMIT,36.1725,-86.6496,POINT (-86.6496 36.1725)
20190146290,02/22/2019 11:20:00 PM,2,0,0,Y,N,109531,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,3,DARK - LIGHTED,12;14;18;30;40,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);UTILITY POLE;MAIL BOX,STRAIGHTWAY AV & CREIGHTON AV,NASHVILLE,TN,37206,1347,EAST,36.1923,-86.7315,POINT (-86.7315 36.1923)
20190365520,05/13/2019 07:10:00 AM,2,0,0,,N,342952,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,THOMPSON LN & LOGAN ST,NASHVILLE,TN,37211,8425,SOUTH,36.1107,-86.7419,POINT (-86.7419 36.1107)
20190304953,04/20/2019 06:32:00 PM,2,0,0,,N,209184,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MURFREESBORO PKE & MOUNTAIN SPRINGS RD,ANTIOCH,TN,37013,8927,SOUTH,36.0478,-86.6121,POINT (-86.6121 36.0478)
20190262878,04/05/2019 01:57:00 PM,2,0,0,,N,311339,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,COMMERCE ST & ROSA L PARKS BLVD,NASHVILLE,TN,37203,4113,CENTRA,36.1603,-86.783,POINT (-86.783 36.1603)
20190289891,04/15/2019 08:12:00 PM,2,1,0,Y,N,279124,6,SIDESWIPE - OPPOSITE DIRECTION,21,CLEAR,2,DARK - NOT LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,OLD FRANKLIN RD & PRESTON RD,ANTIOCH,TN,37013,8763,SOUTH,36.0316,-86.6616,POINT (-86.6616 36.0316)
20190194694,03/12/2019 04:20:00 PM,2,1,0,,N,206675,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,WEDGEWOOD AV & 19TH AVS,NASHVILLE,TN,37212,6611,MIDTOW,36.1373,-86.7981,POINT (-86.7981 36.1373)
20190284252,04/13/2019 03:02:00 PM,2,0,0,,N,311332,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,CHARLOTTE PKE & I40 E EXT RAMP,NASHVILLE,TN,37205,5007,WEST,36.1314,-86.8967,POINT (-86.8967 36.1314)
20190334858,05/01/2019 11:07:00 AM,1,0,0,,N,716886,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,36,CONCRETE TRAFFIC BARRIER,MM 6 9 I 440,NASHVILLE,TN,37210,81040,SOUTH,36.1245,-86.7391,POINT (-86.7391 36.1245)
20190084190,01/31/2019 06:04:00 PM,3,2,0,,N,279124,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 59 0 I 24,ANTIOCH,TN,37013,8808,SOUTH,36.049,-86.6651,POINT (-86.6651 36.049)
20190116713,02/12/2019 05:32:00 PM,2,1,0,,N,151132,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVDW & NESBITT DR,MADISON,TN,37115,2039,MADISO,36.2671,-86.7453,POINT (-86.7453 36.2671)
20190064808,01/25/2019 06:21:00 AM,2,1,0,,Y,169414,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MURFREESBORO & OLD HICKORY,ANTIOCH,TN,37013,8971,SOUTH,36.0396,-86.6029,POINT (-86.6029 36.0396)
20190043282,01/17/2019 06:45:00 AM,2,0,0,,N,223502,5,SIDESWIPE - SAME DIRECTION,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,FESSLERS LN & ENOS REED DR,NASHVILLE,TN,37210,8117,SOUTH,36.1412,-86.7456,POINT (-86.7456 36.1412)
20190230581,03/25/2019 08:35:00 AM,2,0,0,,N,538214,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,I40 W EXT RAMP & I 40,NASHVILLE,TN,37203,4119,CENTRA,36.1574,-86.79,POINT (-86.79 36.1574)
20190534472,07/17/2019 12:40:00 PM,2,0,0,,N,352189,5,SIDESWIPE - SAME DIRECTION,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HILLSBORO PKE & RICHARD JONES RD,NASHVILLE,TN,37215,6405,MIDTOW,36.1045,-86.8149,POINT (-86.8149 36.1045)
20190279040,04/11/2019 02:38:00 PM,2,0,0,,N,137982,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,SHUTE LN & OLD HICKORY BLVD,OLD HICKORY,TN,37138,9713,HERMIT,36.2323,-86.6247,POINT (-86.6247 36.2323)
20190134901,02/19/2019 06:55:00 AM,2,0,0,,N,226622,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVD & GAUCHO ROAD PVTDR,NASHVILLE,TN,37221,6213,WEST,36.0543,-86.8997,POINT (-86.8997 36.0543)
20190529501,07/15/2019 05:17:00 PM,2,0,0,,N,267831,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,OLD HARDING PKE & POPLAR CREEK TRC,NASHVILLE,TN,37221,4819,WEST,36.0507,-86.9525,POINT (-86.9525 36.0507)
20190106336,02/08/2019 04:31:00 PM,2,0,0,,N,299267,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BRENTWOOD COMMONS WAY & OLD HICKORY BLVD,BRENTWOOD,TN,37027,8619,MIDTOW,36.0412,-86.7762,POINT (-86.7762 36.0412)
20190050135,01/19/2019 08:00:00 PM,1,1,0,,Y,299238,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,3,DARK - LIGHTED,8,PEDESTRIAN,SHELBY AV & S 4TH ST,NASHVILLE,TN,37206,1009,EAST,36.167,-86.7637,POINT (-86.7637 36.167)
20190121604,02/14/2019 05:50:00 AM,2,3,0,,N,414668,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,I40 W EXT RAMP & 2ND AVS,NASHVILLE,TN,37210,4003,CENTRA,36.1518,-86.7686,POINT (-86.7686 36.1518)
20190194509,03/12/2019 02:21:00 PM,2,0,0,,N,256426,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,SPENCE LN & I40 W EXT RAMP,NASHVILLE,TN,37210,90062,HERMIT,36.1405,-86.7223,POINT (-86.7223 36.1405)
20190119812,02/13/2019 03:45:00 PM,2,1,0,,N,714641,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BROADWAY & 11TH AVN,NASHVILLE,TN,37203,4077,CENTRA,36.1574,-86.7856,POINT (-86.7856 36.1574)
20190110459,02/10/2019 01:31:00 PM,2,0,0,,N,311325,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,OPRY MILLS DR & BRILEY PKWY S EXT RAMP,NASHVILLE,TN,37214,9209,HERMIT,36.1978,-86.6913,POINT (-86.6913 36.1978)
20190220338,03/21/2019 12:26:00 PM,2,0,0,,N,191578,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MURFREESBORO PKE & MILLWOOD DR,NASHVILLE,TN,37217,8873,SOUTH,36.1296,-86.7149,POINT (-86.7149 36.1296)
20190217155,03/20/2019 01:08:00 PM,2,0,0,,N,693102,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 211 2 I 40,NASHVILLE,TN,37210,8008,HERMIT,36.1535,-86.7564,POINT (-86.7564 36.1535)
20190088773,02/02/2019 12:00:00 AM,2,0,0,,Y,279122,5,SIDESWIPE - SAME DIRECTION,99,UNKNOWN,7,Dark-Unknown Lighting,14,PARKED MOTOR VEHICLE,KELLOW ST & 14TH AVN,NASHVILLE,TN,37208,4493,NORTH,36.1902,-86.8108,POINT (-86.8108 36.1902)
20190442331,06/10/2019 10:24:00 PM,3,0,0,,N,110064,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 52 0 I 24,NASHVILLE,TN,37217,8816,SOUTH,36.1329,-86.7267,POINT (-86.7267 36.1329)
20190179068,03/06/2019 06:34:00 PM,2,0,0,,Y,151132,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,WHITES CREEK PKE & I24 E EXT RAMP,JOELTON,TN,37080,3311,NORTH,36.3224,-86.8679,POINT (-86.8679 36.3224)
20190331194,04/30/2019 06:35:00 AM,2,0,0,,N,262749,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,DONELSON PKE & SHACKLETT DR,NASHVILLE,TN,37214,9411,HERMIT,36.1449,-86.6667,POINT (-86.6667 36.1449)
20190152123,02/25/2019 09:45:00 AM,2,0,0,,N,226136,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BROADWAY & I40 W ENT RAMP,NASHVILLE,TN,37203,4081,CENTRA,36.156,-86.7889,POINT (-86.7889 36.156)
20190139015,02/20/2019 01:59:00 PM,2,0,0,,Y,256423,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,WHITES CREEK PKE & FREE SILVER RD,NASHVILLE,TN,37207,3039,NORTH,36.2092,-86.7955,POINT (-86.7955 36.2092)
20190019387,01/08/2019 03:30:00 PM,1,1,0,,N,807344,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,9,,ROSA L PARKS BLVD & ROSA L PARKS AV,NASHVILLE,TN,37203,4147,CENTRA,36.1618,-86.7842,POINT (-86.7842 36.1618)
20190272425,04/09/2019 09:51:00 AM,2,0,0,,N,716886,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVD & LOGISTICS WAY,ANTIOCH,TN,37013,8869,SOUTH,36.0286,-86.614,POINT (-86.614 36.0286)
20190409637,05/29/2019 09:00:00 AM,2,0,0,,N,352158,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HOLT RD & EDMONDSON PKE,NASHVILLE,TN,37211,8651,MIDTOW,36.0156,-86.7403,POINT (-86.7403 36.0156)
20190537601,07/18/2019 03:54:00 PM,2,0,0,,N,299257,4,ANGLE,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,LYLE AV & BROADWAY,NASHVILLE,TN,37203,5711,MIDTOW,36.1503,-86.7973,POINT (-86.7973 36.1503)
20190448923,06/13/2019 06:35:00 AM,3,3,0,,N,306231,11,Front to Rear,21,CLEAR,4,DAWN,12,MOTOR VEHICLE IN TRANSPORT,MM 39 0 I 24,WHITES CREEK,TN,37189,33181,NORTH,36.2971,-86.8115,POINT (-86.8115 36.2971)
20190141155,02/21/2019 07:27:00 AM,2,1,0,,N,320586,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HARDING PL & DONELSON PKE,NASHVILLE,TN,37217,8841,SOUTH,36.0928,-86.6789,POINT (-86.6789 36.0928)
20190119167,02/13/2019 08:05:00 AM,2,0,0,,Y,405447,4,ANGLE,21,CLEAR,1,DAYLIGHT,12;14,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,MCMURRAY DR & EDMONDSON PKE,NASHVILLE,TN,37211,8657,MIDTOW,36.0547,-86.7416,POINT (-86.7416 36.0547)
20190240039,03/28/2019 09:05:00 AM,2,0,0,,N,481573,4,ANGLE,21,CLEAR,1,DAYLIGHT,12;55,MOTOR VEHICLE IN TRANSPORT;Motor Vehicle-In-Motion Outside Trafficw,21ST AVS & MEDICAL CENTER DR,NASHVILLE,TN,37240,5805,MIDTOW,36.1425,-86.8001,POINT (-86.8001 36.1425)
20190302214,04/19/2019 02:46:00 PM,2,0,0,,N,256386,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 214 5 I 40,NASHVILLE,TN,37217,88022,HERMIT,36.1434,-86.7031,POINT (-86.7031 36.1434)
20190508438,07/06/2019 09:25:00 AM,2,0,0,,N,279230,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 57 4 I 24,ANTIOCH,TN,37013,88080,SOUTH,36.0649,-86.6847,POINT (-86.6847 36.0649)
20190265086,04/06/2019 10:57:00 AM,2,0,0,,N,299243,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,CHURCH ST & 3RD AVN,NASHVILLE,TN,37201,4137,CENTRA,36.1642,-86.7777,POINT (-86.7777 36.1642)
20190325331,04/27/2019 12:00:00 AM,2,0,0,,N,298877,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,NOLENSVILLE PKE & ANTIOCH PKE,NASHVILLE,TN,37211,8427,SOUTH,36.1018,-86.7406,POINT (-86.7406 36.1018)
20190384489,05/20/2019 09:00:00 AM,2,0,0,,N,538214,11,Front to Rear,21,CLEAR,1,DAYLIGHT,14,PARKED MOTOR VEHICLE,4TH AVS & SYMPHONY PL,NASHVILLE,TN,37203,4091,CENTRA,36.1603,-86.7768,POINT (-86.7768 36.1603)
20190177503,03/06/2019 09:05:00 AM,1,0,0,,N,716886,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,7,,BELL RD & BLUE HOLE RD,ANTIOCH,TN,37013,8719,SOUTH,36.0458,-86.6744,POINT (-86.6744 36.0458)
20190512668,07/08/2019 06:17:00 PM,2,0,0,,N,206676,6,SIDESWIPE - OPPOSITE DIRECTION,21,CLEAR,1,DAYLIGHT,14,PARKED MOTOR VEHICLE,SHELBY AV & I24 E ENT RAMP,NASHVILLE,TN,37213,1007,CENTRA,36.1662,-86.7658,POINT (-86.7658 36.1662)
20190154841,02/26/2019 07:01:00 AM,1,1,0,,N,716886,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,8,PEDESTRIAN,CARTER ST & FOSTER AV,NASHVILLE,TN,37210,8315,SOUTH,36.1142,-86.7437,POINT (-86.7437 36.1142)
20190223568,03/22/2019 12:18:00 PM,1,0,0,,N,572251,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,18;57;64,OTHER OBJECT (NOT FIXED);Cable Barrier;Ran Off Road-Left,I24 W ENT RAMP & I 65,NASHVILLE,TN,37207,18041,EAST,36.2216,-86.7738,POINT (-86.7738 36.2216)
20190238909,03/27/2019 10:29:00 PM,2,0,0,,N,134867,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 48 9 I 24,NASHVILLE,TN,37213,1104,CENTRA,36.1676,-86.7656,POINT (-86.7656 36.1676)
20190197410,03/13/2019 01:39:00 PM,2,1,0,,N,226622,4,ANGLE,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HIGHWAY 70S & I40 E ENT RAMP,NASHVILLE,TN,37221,4813,WEST,36.0808,-86.9556,POINT (-86.9556 36.0808)
